LineId,Device,type,time,Content,EventId,EventTemplate,ParameterList
207,Client03,SYSCALL,1584200443.415:4324,"arch=c000003e syscall=87 success=yes exit=0 a0=56430be543c0 a1=0 a2=28 a3=1 items=2 ppid=1832 pid=2056 auid=1000 uid=1000 gid=1000 euid=1000 suid=1000 fsuid=1000 egid=1000 sgid=1000 fsgid=1000 tty=(none) ses=1 comm=""gvfsd-metadata"" exe=""/usr/lib/gvfs/gvfsd-metadata"" key=""home""",83a6f4d4,arch<*> syscall=<*> success<*> exit=<*> <*> <*> <*> <*> items=<*> ppid=<*> pid=<*> auid=<*> uid=<*> gid=<*> euid=<*> suid=<*> fsuid=<*> egid=<*> sgid=<*> fsgid=<*> <*> ses=<*> <*> <*> <*>,"['=c000003e', '87', '=yes', '0', 'a0=56430be543c0', 'a1=0 a2=28 a3=1', '2', '1832', '2056', '1000', '1000', '1000', '1000', '1000', '1000', '1000', '1000', '1000 tty=(none)', '1', 'comm=""gvfsd-metadata"" exe=""/usr/lib/gvfs/gvfsd-metadata"" key=""home""']"
208,Client03,CWD,1584200443.415:4324,"cwd=""/home/akep""",569c5378,"cwd<*>""","['=""/home/akep']"
209,Client03,PATH,1584200443.415:4324,"item=0 name=""/home/akep/.local/share/gvfs-metadata/"" inode=516676 dev=08:01 mode=040700 ouid=1000 ogid=1000 rdev=00:00 nametype=PARENT cap_fp=0 cap_fi=0 cap_fe=0 cap_fver=0",6d14a143,item=<*> <*> inode=<*> dev=<*>:<*> mode=<*> ouid=<*> ogid=<*> rdev=<*>:<*> nametype<*> cap_fp=<*> cap_fi=<*> cap_fe=<*> cap_fver=<*>,"['0 name=""/home/akep/.local/share/gvfs-metadata/""', '516676', '08:01', '040700', '1000', '1000', '00:00', '=PARENT', '0', '0', '0', '0']"
210,Client03,PATH,1584200443.415:4324,"item=1 name=""/home/akep/.local/share/gvfs-metadata/home-2f0477ff.log"" inode=517922 dev=08:01 mode=0100644 ouid=1000 ogid=1000 rdev=00:00 nametype=DELETE cap_fp=0 cap_fi=0 cap_fe=0 cap_fver=0",6d14a143,item=<*> <*> inode=<*> dev=<*>:<*> mode=<*> ouid=<*> ogid=<*> rdev=<*>:<*> nametype<*> cap_fp=<*> cap_fi=<*> cap_fe=<*> cap_fver=<*>,"['1 name=""/home/akep/.local/share/gvfs-metadata/home-2f0477ff.log""', '517922', '08:01', '0100644', '1000', '1000', '00:00', '=DELETE', '0', '0', '0', '0']"
211,Client03,PROCTITLE,1584200443.415:4324,"proctitle=""/usr/lib/gvfs/gvfsd-metadata""",5ea41cea,"proctitle<*>""","['=""/usr/lib/gvfs/gvfsd-metadata']"
212,Client03,SYSCALL,1584200443.415:4325,"arch=c000003e syscall=257 success=yes exit=10 a0=ffffff9c a1=7fc03c00b8f0 a2=2 a3=0 items=1 ppid=1832 pid=2056 auid=1000 uid=1000 gid=1000 euid=1000 suid=1000 fsuid=1000 egid=1000 sgid=1000 fsgid=1000 tty=(none) ses=1 comm=""gvfsd-metadata"" exe=""/usr/lib/gvfs/gvfsd-metadata"" key=""home""",83a6f4d4,arch<*> syscall=<*> success<*> exit=<*> <*> <*> <*> <*> items=<*> ppid=<*> pid=<*> auid=<*> uid=<*> gid=<*> euid=<*> suid=<*> fsuid=<*> egid=<*> sgid=<*> fsgid=<*> <*> ses=<*> <*> <*> <*>,"['=c000003e', '257', '=yes', '10', 'a0=ffffff9c', 'a1=7fc03c00b8f0 a2=2 a3=0', '1', '1832', '2056', '1000', '1000', '1000', '1000', '1000', '1000', '1000', '1000', '1000 tty=(none)', '1', 'comm=""gvfsd-metadata"" exe=""/usr/lib/gvfs/gvfsd-metadata"" key=""home""']"
213,Client03,CWD,1584200443.415:4325,"cwd=""/home/akep""",569c5378,"cwd<*>""","['=""/home/akep']"
214,Client03,PATH,1584200443.415:4325,"item=0 name=""/home/akep/.local/share/gvfs-metadata/home-f374c674.log"" inode=517932 dev=08:01 mode=0100644 ouid=1000 ogid=1000 rdev=00:00 nametype=NORMAL cap_fp=0 cap_fi=0 cap_fe=0 cap_fver=0",6d14a143,item=<*> <*> inode=<*> dev=<*>:<*> mode=<*> ouid=<*> ogid=<*> rdev=<*>:<*> nametype<*> cap_fp=<*> cap_fi=<*> cap_fe=<*> cap_fver=<*>,"['0 name=""/home/akep/.local/share/gvfs-metadata/home-f374c674.log""', '517932', '08:01', '0100644', '1000', '1000', '00:00', '=NORMAL', '0', '0', '0', '0']"
215,Client03,PROCTITLE,1584200443.415:4325,"proctitle=""/usr/lib/gvfs/gvfsd-metadata""",5ea41cea,"proctitle<*>""","['=""/usr/lib/gvfs/gvfsd-metadata']"
216,Client03,SYSCALL,1584200461.711:4326,"arch=c000003e syscall=83 success=no exit=-17 a0=7ffd45ce37b0 a1=1ff a2=0 a3=20 items=1 ppid=1 pid=19349 auid=4294967295 uid=1000 gid=1000 euid=1000 suid=1000 fsuid=1000 egid=1000 sgid=1000 fsgid=1000 tty=(none) ses=4294967295 comm=""exo-helper-1"" exe=""/usr/lib/x86_64-linux-gnu/xfce4/exo-1/exo-helper-1"" key=""home""",83a6f4d4,arch<*> syscall=<*> success<*> exit=<*> <*> <*> <*> <*> items=<*> ppid=<*> pid=<*> auid=<*> uid=<*> gid=<*> euid=<*> suid=<*> fsuid=<*> egid=<*> sgid=<*> fsgid=<*> <*> ses=<*> <*> <*> <*>,"['=c000003e', '83', '=no', '-17', 'a0=7ffd45ce37b0', 'a1=1ff a2=0 a3=20', '1', '1', '19349', '4294967295', '1000', '1000', '1000', '1000', '1000', '1000', '1000', '1000 tty=(none)', '4294967295', 'comm=""exo-helper-1"" exe=""/usr/lib/x86_64-linux-gnu/xfce4/exo-1/exo-helper-1"" key=""home""']"
217,Client03,CWD,1584200461.711:4326,"cwd=""/home/akep""",569c5378,"cwd<*>""","['=""/home/akep']"
218,Client03,PATH,1584200461.711:4326,"item=0 name=""/home/"" inode=1618 dev=08:01 mode=040755 ouid=0 ogid=0 rdev=00:00 nametype=PARENT cap_fp=0 cap_fi=0 cap_fe=0 cap_fver=0",6d14a143,item=<*> <*> inode=<*> dev=<*>:<*> mode=<*> ouid=<*> ogid=<*> rdev=<*>:<*> nametype<*> cap_fp=<*> cap_fi=<*> cap_fe=<*> cap_fver=<*>,"['0 name=""/home/""', '1618', '08:01', '040755', '0', '0', '00:00', '=PARENT', '0', '0', '0', '0']"
219,Client03,PROCTITLE,1584200461.711:4326,proctitle=2F7573722F6C69622F7838365F36342D6C696E75782D676E752F78666365342F65786F2D312F65786F2D68656C7065722D31002D2D6C61756E6368005465726D696E616C456D756C61746F72,225d195d,proctitle<*><*>,['=2F7573722F6C69622F7838365F36342D6C696E75782D676E752F78666365342F65786F2D312F65786F2D68656C7065722D31002D2D6C61756E6368005465726D696E616C456D756C61746F72']
220,Client03,SYSCALL,1584200461.711:4327,"arch=c000003e syscall=83 success=no exit=-17 a0=7ffd45ce37b0 a1=1c0 a2=0 a3=20 items=1 ppid=1 pid=19349 auid=4294967295 uid=1000 gid=1000 euid=1000 suid=1000 fsuid=1000 egid=1000 sgid=1000 fsgid=1000 tty=(none) ses=4294967295 comm=""exo-helper-1"" exe=""/usr/lib/x86_64-linux-gnu/xfce4/exo-1/exo-helper-1"" key=""home""",83a6f4d4,arch<*> syscall=<*> success<*> exit=<*> <*> <*> <*> <*> items=<*> ppid=<*> pid=<*> auid=<*> uid=<*> gid=<*> euid=<*> suid=<*> fsuid=<*> egid=<*> sgid=<*> fsgid=<*> <*> ses=<*> <*> <*> <*>,"['=c000003e', '83', '=no', '-17', 'a0=7ffd45ce37b0', 'a1=1c0 a2=0 a3=20', '1', '1', '19349', '4294967295', '1000', '1000', '1000', '1000', '1000', '1000', '1000', '1000 tty=(none)', '4294967295', 'comm=""exo-helper-1"" exe=""/usr/lib/x86_64-linux-gnu/xfce4/exo-1/exo-helper-1"" key=""home""']"
221,Client03,CWD,1584200461.711:4327,"cwd=""/home/akep""",569c5378,"cwd<*>""","['=""/home/akep']"
222,Client03,PATH,1584200461.711:4327,"item=0 name=""/home/akep/"" inode=258049 dev=08:01 mode=040755 ouid=1000 ogid=1000 rdev=00:00 nametype=PARENT cap_fp=0 cap_fi=0 cap_fe=0 cap_fver=0",6d14a143,item=<*> <*> inode=<*> dev=<*>:<*> mode=<*> ouid=<*> ogid=<*> rdev=<*>:<*> nametype<*> cap_fp=<*> cap_fi=<*> cap_fe=<*> cap_fver=<*>,"['0 name=""/home/akep/""', '258049', '08:01', '040755', '1000', '1000', '00:00', '=PARENT', '0', '0', '0', '0']"
223,Client03,PROCTITLE,1584200461.711:4327,proctitle=2F7573722F6C69622F7838365F36342D6C696E75782D676E752F78666365342F65786F2D312F65786F2D68656C7065722D31002D2D6C61756E6368005465726D696E616C456D756C61746F72,225d195d,proctitle<*><*>,['=2F7573722F6C69622F7838365F36342D6C696E75782D676E752F78666365342F65786F2D312F65786F2D68656C7065722D31002D2D6C61756E6368005465726D696E616C456D756C61746F72']
224,Client03,SYSCALL,1584200461.711:4328,"arch=c000003e syscall=83 success=no exit=-17 a0=7ffd45ce37b0 a1=1ff a2=0 a3=55a518ec1010 items=1 ppid=1 pid=19349 auid=4294967295 uid=1000 gid=1000 euid=1000 suid=1000 fsuid=1000 egid=1000 sgid=1000 fsgid=1000 tty=(none) ses=4294967295 comm=""exo-helper-1"" exe=""/usr/lib/x86_64-linux-gnu/xfce4/exo-1/exo-helper-1"" key=""home""",83a6f4d4,arch<*> syscall=<*> success<*> exit=<*> <*> <*> <*> <*> items=<*> ppid=<*> pid=<*> auid=<*> uid=<*> gid=<*> euid=<*> suid=<*> fsuid=<*> egid=<*> sgid=<*> fsgid=<*> <*> ses=<*> <*> <*> <*>,"['=c000003e', '83', '=no', '-17', 'a0=7ffd45ce37b0', 'a1=1ff a2=0 a3=55a518ec1010', '1', '1', '19349', '4294967295', '1000', '1000', '1000', '1000', '1000', '1000', '1000', '1000 tty=(none)', '4294967295', 'comm=""exo-helper-1"" exe=""/usr/lib/x86_64-linux-gnu/xfce4/exo-1/exo-helper-1"" key=""home""']"
225,Client03,CWD,1584200461.711:4328,"cwd=""/home/akep""",569c5378,"cwd<*>""","['=""/home/akep']"
226,Client03,PATH,1584200461.711:4328,"item=0 name=""/home/"" inode=1618 dev=08:01 mode=040755 ouid=0 ogid=0 rdev=00:00 nametype=PARENT cap_fp=0 cap_fi=0 cap_fe=0 cap_fver=0",6d14a143,item=<*> <*> inode=<*> dev=<*>:<*> mode=<*> ouid=<*> ogid=<*> rdev=<*>:<*> nametype<*> cap_fp=<*> cap_fi=<*> cap_fe=<*> cap_fver=<*>,"['0 name=""/home/""', '1618', '08:01', '040755', '0', '0', '00:00', '=PARENT', '0', '0', '0', '0']"
227,Client03,PROCTITLE,1584200461.711:4328,proctitle=2F7573722F6C69622F7838365F36342D6C696E75782D676E752F78666365342F65786F2D312F65786F2D68656C7065722D31002D2D6C61756E6368005465726D696E616C456D756C61746F72,225d195d,proctitle<*><*>,['=2F7573722F6C69622F7838365F36342D6C696E75782D676E752F78666365342F65786F2D312F65786F2D68656C7065722D31002D2D6C61756E6368005465726D696E616C456D756C61746F72']
228,Client03,SYSCALL,1584200461.711:4329,"arch=c000003e syscall=83 success=no exit=-17 a0=7ffd45ce37b0 a1=1ff a2=0 a3=55a518ec1010 items=1 ppid=1 pid=19349 auid=4294967295 uid=1000 gid=1000 euid=1000 suid=1000 fsuid=1000 egid=1000 sgid=1000 fsgid=1000 tty=(none) ses=4294967295 comm=""exo-helper-1"" exe=""/usr/lib/x86_64-linux-gnu/xfce4/exo-1/exo-helper-1"" key=""home""",83a6f4d4,arch<*> syscall=<*> success<*> exit=<*> <*> <*> <*> <*> items=<*> ppid=<*> pid=<*> auid=<*> uid=<*> gid=<*> euid=<*> suid=<*> fsuid=<*> egid=<*> sgid=<*> fsgid=<*> <*> ses=<*> <*> <*> <*>,"['=c000003e', '83', '=no', '-17', 'a0=7ffd45ce37b0', 'a1=1ff a2=0 a3=55a518ec1010', '1', '1', '19349', '4294967295', '1000', '1000', '1000', '1000', '1000', '1000', '1000', '1000 tty=(none)', '4294967295', 'comm=""exo-helper-1"" exe=""/usr/lib/x86_64-linux-gnu/xfce4/exo-1/exo-helper-1"" key=""home""']"
229,Client03,CWD,1584200461.711:4329,"cwd=""/home/akep""",569c5378,"cwd<*>""","['=""/home/akep']"
230,Client03,PATH,1584200461.711:4329,"item=0 name=""/home/akep/"" inode=258049 dev=08:01 mode=040755 ouid=1000 ogid=1000 rdev=00:00 nametype=PARENT cap_fp=0 cap_fi=0 cap_fe=0 cap_fver=0",6d14a143,item=<*> <*> inode=<*> dev=<*>:<*> mode=<*> ouid=<*> ogid=<*> rdev=<*>:<*> nametype<*> cap_fp=<*> cap_fi=<*> cap_fe=<*> cap_fver=<*>,"['0 name=""/home/akep/""', '258049', '08:01', '040755', '1000', '1000', '00:00', '=PARENT', '0', '0', '0', '0']"
231,Client03,PROCTITLE,1584200461.711:4329,proctitle=2F7573722F6C69622F7838365F36342D6C696E75782D676E752F78666365342F65786F2D312F65786F2D68656C7065722D31002D2D6C61756E6368005465726D696E616C456D756C61746F72,225d195d,proctitle<*><*>,['=2F7573722F6C69622F7838365F36342D6C696E75782D676E752F78666365342F65786F2D312F65786F2D68656C7065722D31002D2D6C61756E6368005465726D696E616C456D756C61746F72']
232,Client03,SYSCALL,1584200461.711:4330,"arch=c000003e syscall=83 success=no exit=-17 a0=7ffd45ce37b0 a1=1c0 a2=0 a3=55a518ec1010 items=1 ppid=1 pid=19349 auid=4294967295 uid=1000 gid=1000 euid=1000 suid=1000 fsuid=1000 egid=1000 sgid=1000 fsgid=1000 tty=(none) ses=4294967295 comm=""exo-helper-1"" exe=""/usr/lib/x86_64-linux-gnu/xfce4/exo-1/exo-helper-1"" key=""home""",83a6f4d4,arch<*> syscall=<*> success<*> exit=<*> <*> <*> <*> <*> items=<*> ppid=<*> pid=<*> auid=<*> uid=<*> gid=<*> euid=<*> suid=<*> fsuid=<*> egid=<*> sgid=<*> fsgid=<*> <*> ses=<*> <*> <*> <*>,"['=c000003e', '83', '=no', '-17', 'a0=7ffd45ce37b0', 'a1=1c0 a2=0 a3=55a518ec1010', '1', '1', '19349', '4294967295', '1000', '1000', '1000', '1000', '1000', '1000', '1000', '1000 tty=(none)', '4294967295', 'comm=""exo-helper-1"" exe=""/usr/lib/x86_64-linux-gnu/xfce4/exo-1/exo-helper-1"" key=""home""']"
233,Client03,CWD,1584200461.711:4330,"cwd=""/home/akep""",569c5378,"cwd<*>""","['=""/home/akep']"
234,Client03,PATH,1584200461.711:4330,"item=0 name=""/home/akep/.local/"" inode=258252 dev=08:01 mode=040700 ouid=1000 ogid=1000 rdev=00:00 nametype=PARENT cap_fp=0 cap_fi=0 cap_fe=0 cap_fver=0",6d14a143,item=<*> <*> inode=<*> dev=<*>:<*> mode=<*> ouid=<*> ogid=<*> rdev=<*>:<*> nametype<*> cap_fp=<*> cap_fi=<*> cap_fe=<*> cap_fver=<*>,"['0 name=""/home/akep/.local/""', '258252', '08:01', '040700', '1000', '1000', '00:00', '=PARENT', '0', '0', '0', '0']"
235,Client03,PROCTITLE,1584200461.711:4330,proctitle=2F7573722F6C69622F7838365F36342D6C696E75782D676E752F78666365342F65786F2D312F65786F2D68656C7065722D31002D2D6C61756E6368005465726D696E616C456D756C61746F72,225d195d,proctitle<*><*>,['=2F7573722F6C69622F7838365F36342D6C696E75782D676E752F78666365342F65786F2D312F65786F2D68656C7065722D31002D2D6C61756E6368005465726D696E616C456D756C61746F72']
236,Client03,SYSCALL,1584200461.711:4331,"arch=c000003e syscall=83 success=no exit=-17 a0=7ffd45ce37b0 a1=1ff a2=0 a3=55a518ec1010 items=1 ppid=1 pid=19349 auid=4294967295 uid=1000 gid=1000 euid=1000 suid=1000 fsuid=1000 egid=1000 sgid=1000 fsgid=1000 tty=(none) ses=4294967295 comm=""exo-helper-1"" exe=""/usr/lib/x86_64-linux-gnu/xfce4/exo-1/exo-helper-1"" key=""home""",83a6f4d4,arch<*> syscall=<*> success<*> exit=<*> <*> <*> <*> <*> items=<*> ppid=<*> pid=<*> auid=<*> uid=<*> gid=<*> euid=<*> suid=<*> fsuid=<*> egid=<*> sgid=<*> fsgid=<*> <*> ses=<*> <*> <*> <*>,"['=c000003e', '83', '=no', '-17', 'a0=7ffd45ce37b0', 'a1=1ff a2=0 a3=55a518ec1010', '1', '1', '19349', '4294967295', '1000', '1000', '1000', '1000', '1000', '1000', '1000', '1000 tty=(none)', '4294967295', 'comm=""exo-helper-1"" exe=""/usr/lib/x86_64-linux-gnu/xfce4/exo-1/exo-helper-1"" key=""home""']"
237,Client03,CWD,1584200461.711:4331,"cwd=""/home/akep""",569c5378,"cwd<*>""","['=""/home/akep']"
238,Client03,PATH,1584200461.711:4331,"item=0 name=""/home/"" inode=1618 dev=08:01 mode=040755 ouid=0 ogid=0 rdev=00:00 nametype=PARENT cap_fp=0 cap_fi=0 cap_fe=0 cap_fver=0",6d14a143,item=<*> <*> inode=<*> dev=<*>:<*> mode=<*> ouid=<*> ogid=<*> rdev=<*>:<*> nametype<*> cap_fp=<*> cap_fi=<*> cap_fe=<*> cap_fver=<*>,"['0 name=""/home/""', '1618', '08:01', '040755', '0', '0', '00:00', '=PARENT', '0', '0', '0', '0']"
239,Client03,PROCTITLE,1584200461.711:4331,proctitle=2F7573722F6C69622F7838365F36342D6C696E75782D676E752F78666365342F65786F2D312F65786F2D68656C7065722D31002D2D6C61756E6368005465726D696E616C456D756C61746F72,225d195d,proctitle<*><*>,['=2F7573722F6C69622F7838365F36342D6C696E75782D676E752F78666365342F65786F2D312F65786F2D68656C7065722D31002D2D6C61756E6368005465726D696E616C456D756C61746F72']
240,Client03,SYSCALL,1584200461.711:4332,"arch=c000003e syscall=83 success=no exit=-17 a0=7ffd45ce37b0 a1=1c0 a2=0 a3=55a518ec1010 items=1 ppid=1 pid=19349 auid=4294967295 uid=1000 gid=1000 euid=1000 suid=1000 fsuid=1000 egid=1000 sgid=1000 fsgid=1000 tty=(none) ses=4294967295 comm=""exo-helper-1"" exe=""/usr/lib/x86_64-linux-gnu/xfce4/exo-1/exo-helper-1"" key=""home""",83a6f4d4,arch<*> syscall=<*> success<*> exit=<*> <*> <*> <*> <*> items=<*> ppid=<*> pid=<*> auid=<*> uid=<*> gid=<*> euid=<*> suid=<*> fsuid=<*> egid=<*> sgid=<*> fsgid=<*> <*> ses=<*> <*> <*> <*>,"['=c000003e', '83', '=no', '-17', 'a0=7ffd45ce37b0', 'a1=1c0 a2=0 a3=55a518ec1010', '1', '1', '19349', '4294967295', '1000', '1000', '1000', '1000', '1000', '1000', '1000', '1000 tty=(none)', '4294967295', 'comm=""exo-helper-1"" exe=""/usr/lib/x86_64-linux-gnu/xfce4/exo-1/exo-helper-1"" key=""home""']"
241,Client03,CWD,1584200461.711:4332,"cwd=""/home/akep""",569c5378,"cwd<*>""","['=""/home/akep']"
242,Client03,PATH,1584200461.711:4332,"item=0 name=""/home/akep/"" inode=258049 dev=08:01 mode=040755 ouid=1000 ogid=1000 rdev=00:00 nametype=PARENT cap_fp=0 cap_fi=0 cap_fe=0 cap_fver=0",6d14a143,item=<*> <*> inode=<*> dev=<*>:<*> mode=<*> ouid=<*> ogid=<*> rdev=<*>:<*> nametype<*> cap_fp=<*> cap_fi=<*> cap_fe=<*> cap_fver=<*>,"['0 name=""/home/akep/""', '258049', '08:01', '040755', '1000', '1000', '00:00', '=PARENT', '0', '0', '0', '0']"
243,Client03,PROCTITLE,1584200461.711:4332,proctitle=2F7573722F6C69622F7838365F36342D6C696E75782D676E752F78666365342F65786F2D312F65786F2D68656C7065722D31002D2D6C61756E6368005465726D696E616C456D756C61746F72,225d195d,proctitle<*><*>,['=2F7573722F6C69622F7838365F36342D6C696E75782D676E752F78666365342F65786F2D312F65786F2D68656C7065722D31002D2D6C61756E6368005465726D696E616C456D756C61746F72']
244,Client03,SYSCALL,1584200524.947:4333,"arch=c000003e syscall=257 success=yes exit=6 a0=ffffff9c a1=7f23b0b7e788 a2=241 a3=180 items=2 ppid=2144 pid=2467 auid=1000 uid=1000 gid=1000 euid=1000 suid=1000 fsuid=1000 egid=1000 sgid=1000 fsgid=1000 tty=pts0 ses=1 comm=53747265616D547E6E732023323732 exe=""/usr/lib/firefox/firefox"" key=""home""",83a6f4d4,arch<*> syscall=<*> success<*> exit=<*> <*> <*> <*> <*> items=<*> ppid=<*> pid=<*> auid=<*> uid=<*> gid=<*> euid=<*> suid=<*> fsuid=<*> egid=<*> sgid=<*> fsgid=<*> <*> ses=<*> <*> <*> <*>,"['=c000003e', '257', '=yes', '6', 'a0=ffffff9c', 'a1=7f23b0b7e788 a2=241 a3=180', '2', '2144', '2467', '1000', '1000', '1000', '1000', '1000', '1000', '1000', '1000', '1000 tty=pts0', '1', 'comm=53747265616D547E6E732023323732 exe=""/usr/lib/firefox/firefox"" key=""home""']"
245,Client03,CWD,1584200524.947:4333,"cwd=""/home/akep""",569c5378,"cwd<*>""","['=""/home/akep']"
246,Client03,PATH,1584200524.947:4333,"item=0 name=""/home/akep/.mozilla/firefox/xq5ngiu3.default-release/"" inode=516486 dev=08:01 mode=040700 ouid=1000 ogid=1000 rdev=00:00 nametype=PARENT cap_fp=0 cap_fi=0 cap_fe=0 cap_fver=0",6d14a143,item=<*> <*> inode=<*> dev=<*>:<*> mode=<*> ouid=<*> ogid=<*> rdev=<*>:<*> nametype<*> cap_fp=<*> cap_fi=<*> cap_fe=<*> cap_fver=<*>,"['0 name=""/home/akep/.mozilla/firefox/xq5ngiu3.default-release/""', '516486', '08:01', '040700', '1000', '1000', '00:00', '=PARENT', '0', '0', '0', '0']"
247,Client03,PATH,1584200524.947:4333,"item=1 name=""/home/akep/.mozilla/firefox/xq5ngiu3.default-release/logins.json.tmp"" inode=517934 dev=08:01 mode=0100600 ouid=1000 ogid=1000 rdev=00:00 nametype=CREATE cap_fp=0 cap_fi=0 cap_fe=0 cap_fver=0",6d14a143,item=<*> <*> inode=<*> dev=<*>:<*> mode=<*> ouid=<*> ogid=<*> rdev=<*>:<*> nametype<*> cap_fp=<*> cap_fi=<*> cap_fe=<*> cap_fver=<*>,"['1 name=""/home/akep/.mozilla/firefox/xq5ngiu3.default-release/logins.json.tmp""', '517934', '08:01', '0100600', '1000', '1000', '00:00', '=CREATE', '0', '0', '0', '0']"
248,Client03,PROCTITLE,1584200524.947:4333,"proctitle=""/usr/lib/firefox/firefox""",5ea41cea,"proctitle<*>""","['=""/usr/lib/firefox/firefox']"
249,Client03,SYSCALL,1584200524.947:4334,"arch=c000003e syscall=87 success=yes exit=0 a0=7f23b86f1308 a1=1 a2=7f23be575a30 a3=180 items=2 ppid=2144 pid=2467 auid=1000 uid=1000 gid=1000 euid=1000 suid=1000 fsuid=1000 egid=1000 sgid=1000 fsgid=1000 tty=pts0 ses=1 comm=53747265616D547E6E732023323732 exe=""/usr/lib/firefox/firefox"" key=""home""",83a6f4d4,arch<*> syscall=<*> success<*> exit=<*> <*> <*> <*> <*> items=<*> ppid=<*> pid=<*> auid=<*> uid=<*> gid=<*> euid=<*> suid=<*> fsuid=<*> egid=<*> sgid=<*> fsgid=<*> <*> ses=<*> <*> <*> <*>,"['=c000003e', '87', '=yes', '0', 'a0=7f23b86f1308', 'a1=1 a2=7f23be575a30 a3=180', '2', '2144', '2467', '1000', '1000', '1000', '1000', '1000', '1000', '1000', '1000', '1000 tty=pts0', '1', 'comm=53747265616D547E6E732023323732 exe=""/usr/lib/firefox/firefox"" key=""home""']"
250,Client03,CWD,1584200524.947:4334,"cwd=""/home/akep""",569c5378,"cwd<*>""","['=""/home/akep']"
251,Client03,PATH,1584200524.947:4334,"item=0 name=""/home/akep/.mozilla/firefox/xq5ngiu3.default-release/"" inode=516486 dev=08:01 mode=040700 ouid=1000 ogid=1000 rdev=00:00 nametype=PARENT cap_fp=0 cap_fi=0 cap_fe=0 cap_fver=0",6d14a143,item=<*> <*> inode=<*> dev=<*>:<*> mode=<*> ouid=<*> ogid=<*> rdev=<*>:<*> nametype<*> cap_fp=<*> cap_fi=<*> cap_fe=<*> cap_fver=<*>,"['0 name=""/home/akep/.mozilla/firefox/xq5ngiu3.default-release/""', '516486', '08:01', '040700', '1000', '1000', '00:00', '=PARENT', '0', '0', '0', '0']"
252,Client03,PATH,1584200524.947:4334,"item=1 name=""/home/akep/.mozilla/firefox/xq5ngiu3.default-release/logins.json"" inode=516413 dev=08:01 mode=0100600 ouid=1000 ogid=1000 rdev=00:00 nametype=DELETE cap_fp=0 cap_fi=0 cap_fe=0 cap_fver=0",6d14a143,item=<*> <*> inode=<*> dev=<*>:<*> mode=<*> ouid=<*> ogid=<*> rdev=<*>:<*> nametype<*> cap_fp=<*> cap_fi=<*> cap_fe=<*> cap_fver=<*>,"['1 name=""/home/akep/.mozilla/firefox/xq5ngiu3.default-release/logins.json""', '516413', '08:01', '0100600', '1000', '1000', '00:00', '=DELETE', '0', '0', '0', '0']"
253,Client03,PROCTITLE,1584200524.947:4334,"proctitle=""/usr/lib/firefox/firefox""",5ea41cea,"proctitle<*>""","['=""/usr/lib/firefox/firefox']"
254,Client03,SYSCALL,1584200524.947:4335,"arch=c000003e syscall=82 success=yes exit=0 a0=7f23b0b7e788 a1=7f23b86f1308 a2=ffffffffffffff48 a3=180 items=4 ppid=2144 pid=2467 auid=1000 uid=1000 gid=1000 euid=1000 suid=1000 fsuid=1000 egid=1000 sgid=1000 fsgid=1000 tty=pts0 ses=1 comm=53747265616D547E6E732023323732 exe=""/usr/lib/firefox/firefox"" key=""home""",83a6f4d4,arch<*> syscall=<*> success<*> exit=<*> <*> <*> <*> <*> items=<*> ppid=<*> pid=<*> auid=<*> uid=<*> gid=<*> euid=<*> suid=<*> fsuid=<*> egid=<*> sgid=<*> fsgid=<*> <*> ses=<*> <*> <*> <*>,"['=c000003e', '82', '=yes', '0', 'a0=7f23b0b7e788', 'a1=7f23b86f1308 a2=ffffffffffffff48 a3=180', '4', '2144', '2467', '1000', '1000', '1000', '1000', '1000', '1000', '1000', '1000', '1000 tty=pts0', '1', 'comm=53747265616D547E6E732023323732 exe=""/usr/lib/firefox/firefox"" key=""home""']"
255,Client03,CWD,1584200524.947:4335,"cwd=""/home/akep""",569c5378,"cwd<*>""","['=""/home/akep']"
256,Client03,PATH,1584200524.947:4335,"item=0 name=""/home/akep/.mozilla/firefox/xq5ngiu3.default-release/"" inode=516486 dev=08:01 mode=040700 ouid=1000 ogid=1000 rdev=00:00 nametype=PARENT cap_fp=0 cap_fi=0 cap_fe=0 cap_fver=0",6d14a143,item=<*> <*> inode=<*> dev=<*>:<*> mode=<*> ouid=<*> ogid=<*> rdev=<*>:<*> nametype<*> cap_fp=<*> cap_fi=<*> cap_fe=<*> cap_fver=<*>,"['0 name=""/home/akep/.mozilla/firefox/xq5ngiu3.default-release/""', '516486', '08:01', '040700', '1000', '1000', '00:00', '=PARENT', '0', '0', '0', '0']"
257,Client03,PATH,1584200524.947:4335,"item=1 name=""/home/akep/.mozilla/firefox/xq5ngiu3.default-release/"" inode=516486 dev=08:01 mode=040700 ouid=1000 ogid=1000 rdev=00:00 nametype=PARENT cap_fp=0 cap_fi=0 cap_fe=0 cap_fver=0",6d14a143,item=<*> <*> inode=<*> dev=<*>:<*> mode=<*> ouid=<*> ogid=<*> rdev=<*>:<*> nametype<*> cap_fp=<*> cap_fi=<*> cap_fe=<*> cap_fver=<*>,"['1 name=""/home/akep/.mozilla/firefox/xq5ngiu3.default-release/""', '516486', '08:01', '040700', '1000', '1000', '00:00', '=PARENT', '0', '0', '0', '0']"
